"Mod name","Registry name","Item ID","Display name","Exists","Tags"
"Absent By Design Mod","absentbydesign:slab_terracotta_red","absentbydesign:slab_terracotta_red","Red Terracotta Slab","true","minecraft:slabs"
"Absent By Design Mod","absentbydesign:slab_terracotta_white","absentbydesign:slab_terracotta_white","White Terracotta Slab","true","minecraft:slabs"
"Absent By Design Mod","absentbydesign:slab_terracotta_yellow","absentbydesign:slab_terracotta_yellow","Yellow Terracotta Slab","true","minecraft:slabs"
"Absent By Design Mod","absentbydesign:slab_wool_black","absentbydesign:slab_wool_black","Black Wool Slab","true","minecraft:slabs"
"Absent By Design Mod","absentbydesign:slab_wool_blue","absentbydesign:slab_wool_blue","Blue Wool Slab","true","minecraft:slabs"
"Absent By Design Mod","absentbydesign:slab_wool_brown","absentbydesign:slab_wool_brown","Brown Wool Slab","true","minecraft:slabs"
"Absent By Design Mod","absentbydesign:slab_wool_cyan","absentbydesign:slab_wool_cyan","Cyan Wool Slab","true","minecraft:slabs"
"Absent By Design Mod","absentbydesign:slab_wool_gray","absentbydesign:slab_wool_gray","Gray Wool Slab","true","minecraft:slabs"
"Absent By Design Mod","absentbydesign:slab_wool_green","absentbydesign:slab_wool_green","Green Wool Slab","true","minecraft:slabs"
"Absent By Design Mod","absentbydesign:slab_wool_light_blue","absentbydesign:slab_wool_light_blue","Light Blue Wool Slab","true","minecraft:slabs"
"Absent By Design Mod","absentbydesign:slab_wool_lime","absentbydesign:slab_wool_lime","Lime Wool Slab","true","minecraft:slabs"
"Absent By Design Mod","absentbydesign:slab_wool_magenta","absentbydesign:slab_wool_magenta","Magenta Wool Slab","true","minecraft:slabs"
"Absent By Design Mod","absentbydesign:slab_wool_orange","absentbydesign:slab_wool_orange","Orange Wool Slab","true","minecraft:slabs"
"Absent By Design Mod","absentbydesign:slab_wool_pink","absentbydesign:slab_wool_pink","Pink Wool Slab","true","minecraft:slabs"
"Absent By Design Mod","absentbydesign:slab_wool_purple","absentbydesign:slab_wool_purple","Purple Wool Slab","true","minecraft:slabs"
"Absent By Design Mod","absentbydesign:slab_wool_red","absentbydesign:slab_wool_red","Red Wool Slab","true","minecraft:slabs"
"Absent By Design Mod","absentbydesign:slab_wool_silver","absentbydesign:slab_wool_silver","Light Gray Wool Slab","true","minecraft:slabs"
"Absent By Design Mod","absentbydesign:slab_wool_white","absentbydesign:slab_wool_white","White Wool Slab","true","minecraft:slabs"
"Absent By Design Mod","absentbydesign:slab_wool_yellow","absentbydesign:slab_wool_yellow","Yellow Wool Slab","true","minecraft:slabs"
"Absent By Design Mod","absentbydesign:stairs_basalt","absentbydesign:stairs_basalt","Basalt Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_bricks_cracked","absentbydesign:stairs_bricks_cracked","Bricks Cracked Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_brown_mushroom","absentbydesign:stairs_brown_mushroom","Brown Mushroom Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_coarse_dirt","absentbydesign:stairs_coarse_dirt","Coarse Dirt Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_concrete_black","absentbydesign:stairs_concrete_black","Black Concrete Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_concrete_blue","absentbydesign:stairs_concrete_blue","Blue Concrete Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_concrete_brown","absentbydesign:stairs_concrete_brown","Brown Concrete Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_concrete_cyan","absentbydesign:stairs_concrete_cyan","Cyan Concrete Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_concrete_gray","absentbydesign:stairs_concrete_gray","Gray Concrete Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_concrete_green","absentbydesign:stairs_concrete_green","Green Concrete Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_concrete_light_blue","absentbydesign:stairs_concrete_light_blue","Light Blue Concrete Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_concrete_lime","absentbydesign:stairs_concrete_lime","Lime Concrete Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_concrete_magenta","absentbydesign:stairs_concrete_magenta","Magenta Concrete Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_concrete_orange","absentbydesign:stairs_concrete_orange","Orange Concrete Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_concrete_pink","absentbydesign:stairs_concrete_pink","Pink Concrete Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_concrete_purple","absentbydesign:stairs_concrete_purple","Purple Concrete Stairs","true",""
"Absent By Design Mod","absentbydesign:stairs_concrete_red","absentbydesign:stairs_concrete_red","Red Concrete Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_concrete_silver","absentbydesign:stairs_concrete_silver","Light Gray Concrete Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_concrete_white","absentbydesign:stairs_concrete_white","White Concrete Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_concrete_yellow","absentbydesign:stairs_concrete_yellow","Yellow Concrete Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_crying_obsidian","absentbydesign:stairs_crying_obsidian","Crying Obsidian Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_end_stone","absentbydesign:stairs_end_stone","Endstone Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_glass","absentbydesign:stairs_glass","Glass Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_glass_black","absentbydesign:stairs_glass_black","Black Glass Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_glass_blue","absentbydesign:stairs_glass_blue","Blue Glass Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_glass_brown","absentbydesign:stairs_glass_brown","Brown Glass Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_glass_cyan","absentbydesign:stairs_glass_cyan","Cyan Glass Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_glass_gray","absentbydesign:stairs_glass_gray","Gray Glass Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_glass_green","absentbydesign:stairs_glass_green","Green Glass Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_glass_light_blue","absentbydesign:stairs_glass_light_blue","Light Blue Glass Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_glass_light_gray","absentbydesign:stairs_glass_light_gray","Light Gray Glass Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_glass_lime","absentbydesign:stairs_glass_lime","Lime Glass Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_glass_magenta","absentbydesign:stairs_glass_magenta","Magenta Glass Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_glass_orange","absentbydesign:stairs_glass_orange","Orange Glass Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_glass_pink","absentbydesign:stairs_glass_pink","Pink Glass Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_glass_purple","absentbydesign:stairs_glass_purple","Purple Glass Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_glass_red","absentbydesign:stairs_glass_red","Red Glass Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_glass_white","absentbydesign:stairs_glass_white","White Glass Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_glass_yellow","absentbydesign:stairs_glass_yellow","Yellow Glass Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_glowstone","absentbydesign:stairs_glowstone","Glowstone Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_lodestone","absentbydesign:stairs_lodestone","Lodestone Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_magma","absentbydesign:stairs_magma","Magma Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_mushroom_polished","absentbydesign:stairs_mushroom_polished","Polished Mushroom Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_mushroom_stem","absentbydesign:stairs_mushroom_stem","Mushroom Stem Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_netherrack","absentbydesign:stairs_netherrack","Netherrack Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_obsidian","absentbydesign:stairs_obsidian","Obsidian Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_polished_basalt","absentbydesign:stairs_polished_basalt","Polished Basalt Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_quartz_bricks","absentbydesign:stairs_quartz_bricks","Quartz Brick Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_red_mushroom","absentbydesign:stairs_red_mushroom","Red Mushroom Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_sea_lantern","absentbydesign:stairs_sea_lantern","Sea Lantern Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_smooth_stone","absentbydesign:stairs_smooth_stone","Smooth Stone Stairs","true",""
"Absent By Design Mod","absentbydesign:stairs_snow","absentbydesign:stairs_snow","Snow Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_terracotta","absentbydesign:stairs_terracotta","Terracotta Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_terracotta_black","absentbydesign:stairs_terracotta_black","Black Terracotta Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_terracotta_blue","absentbydesign:stairs_terracotta_blue","Blue Terracotta Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_terracotta_brown","absentbydesign:stairs_terracotta_brown","Brown Terracotta Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_terracotta_cyan","absentbydesign:stairs_terracotta_cyan","Cyan Terracotta Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_terracotta_gray","absentbydesign:stairs_terracotta_gray","Gray Terracotta Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_terracotta_green","absentbydesign:stairs_terracotta_green","Green Terracotta Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_terracotta_light_blue","absentbydesign:stairs_terracotta_light_blue","Light Blue Terracotta Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_terracotta_light_gray","absentbydesign:stairs_terracotta_light_gray","Light Gray Terracotta Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_terracotta_lime","absentbydesign:stairs_terracotta_lime","Lime Terracotta Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_terracotta_magenta","absentbydesign:stairs_terracotta_magenta","Magenta Terracotta Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_terracotta_orange","absentbydesign:stairs_terracotta_orange","Orange Terracotta Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_terracotta_pink","absentbydesign:stairs_terracotta_pink","Pink Terracotta Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_terracotta_purple","absentbydesign:stairs_terracotta_purple","Purple Terracotta Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_terracotta_red","absentbydesign:stairs_terracotta_red","Red Terracotta Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_terracotta_white","absentbydesign:stairs_terracotta_white","White Terracotta Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_terracotta_yellow","absentbydesign:stairs_terracotta_yellow","Yellow Terracotta Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_wool_black","absentbydesign:stairs_wool_black","Black Wool Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_wool_blue","absentbydesign:stairs_wool_blue","Blue Wool Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_wool_brown","absentbydesign:stairs_wool_brown","Brown Wool Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_wool_cyan","absentbydesign:stairs_wool_cyan","Cyan Wool Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_wool_gray","absentbydesign:stairs_wool_gray","Gray Wool Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_wool_green","absentbydesign:stairs_wool_green","Green Wool Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_wool_light_blue","absentbydesign:stairs_wool_light_blue","Light Blue Wool Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_wool_lime","absentbydesign:stairs_wool_lime","Lime Wool Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_wool_magenta","absentbydesign:stairs_wool_magenta","Magenta Wool Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_wool_orange","absentbydesign:stairs_wool_orange","Orange Wool Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_wool_pink","absentbydesign:stairs_wool_pink","Pink Wool Stairs","true","minecraft:stairs"
"Absent By Design Mod","absentbydesign:stairs_wool_purple","absentbydesign:stairs_wool_purple","Purple Wool Stairs","true",""
