"ID","Tagged objects"
"forge:redstone","thermal:redstone"
"forge:sewage","industrialforegoing:sewage, industrialforegoing:sewage_fluid"
"forge:sludge","industrialforegoing:sludge, industrialforegoing:sludge_fluid"
"forge:sodium","mekanism:sodium, mekanism:flowing_sodium"
"forge:steam","mekanism:steam, mekanism:flowing_steam"
"forge:sulfur_dioxide","mekanism:sulfur_dioxide, mekanism:flowing_sulfur_dioxide"
"forge:sulfur_trioxide","mekanism:sulfur_trioxide, mekanism:flowing_sulfur_trioxide"
"forge:sulfuric_acid","mekanism:sulfuric_acid, mekanism:flowing_sulfuric_acid"
"forge:tea","create:flowing_tea, create:tea"
"immersivepetroleum:burnable_in_flarestack","immersivepetroleum:lubricant, immersivepetroleum:diesel, immersivepetroleum:diesel_sulfur, immersivepetroleum:gasoline, immersiveengineering:plantoil, createaddition:flowing_seed_oil, createaddition:seed_oil, immersiveengineering:creosote, thermal:creosote, immersiveengineering:ethanol"
"minecraft:lava","minecraft:lava, minecraft:flowing_lava"
"minecraft:water","minecraft:water, minecraft:flowing_water, create:flowing_honey, create:honey, create:flowing_chocolate, create:chocolate, create_confectionery:black_chocolate, create_confectionery:black_chocolate_flowing, create_confectionery:white_chocolate, create_confectionery:white_chocolate_flowing, create_confectionery:hot_chocolate, create_confectionery:hot_chocolate_flowing, create_confectionery:caramel, create_confectionery:caramel_flowing, create_confectionery:ruby_chocolate, create_confectionery:ruby_chocolate_flowing, createaddition:flowing_seed_oil, createaddition:seed_oil"
"vampirism:vampirism_blood","vampirism:blood"
"vampirism:vampirism_impure_blood","vampirism:impure_blood"
