"Mod name","Registry name","Item ID","Display name","Tags"
"Absent By Design Mod","absentbydesign:slab_snow",9421,"Snow Slab","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_terracotta",9481,"Terracotta Slab","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_terracotta_black",9480,"Black Terracotta Slab","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_terracotta_blue",9476,"Blue Terracotta Slab","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_terracotta_brown",9477,"Brown Terracotta Slab","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_terracotta_cyan",9474,"Cyan Terracotta Slab","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_terracotta_gray",9472,"Gray Terracotta Slab","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_terracotta_green",9478,"Green Terracotta Slab","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_terracotta_light_blue",9468,"Light Blue Terracotta Slab","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_terracotta_light_gray",9473,"Light Gray Terracotta Slab","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_terracotta_lime",9470,"Lime Terracotta Slab","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_terracotta_magenta",9467,"Magenta Terracotta Slab","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_terracotta_orange",9466,"Orange Terracotta Slab","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_terracotta_pink",9471,"Pink Terracotta Slab","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_terracotta_purple",9475,"Purple Terracotta Slab","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_terracotta_red",9479,"Red Terracotta Slab","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_terracotta_white",9465,"White Terracotta Slab","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_terracotta_yellow",9469,"Yellow Terracotta Slab","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_wool_black",9449,"Black Wool Slab","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_wool_blue",9450,"Blue Wool Slab","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_wool_brown",9451,"Brown Wool Slab","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_wool_cyan",9452,"Cyan Wool Slab","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_wool_gray",9453,"Gray Wool Slab","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_wool_green",9454,"Green Wool Slab","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_wool_light_blue",9455,"Light Blue Wool Slab","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_wool_lime",9456,"Lime Wool Slab","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_wool_magenta",9457,"Magenta Wool Slab","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_wool_orange",9458,"Orange Wool Slab","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_wool_pink",9459,"Pink Wool Slab","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_wool_purple",9460,"Purple Wool Slab","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_wool_red",9461,"Red Wool Slab","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_wool_silver",9462,"Light Gray Wool Slab","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_wool_white",9463,"White Wool Slab","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_wool_yellow",9464,"Yellow Wool Slab","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_basalt",9511,"Basalt Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_bricks_cracked",9506,"Bricks Cracked Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_brown_mushroom",9585,"Brown Mushroom Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_coarse_dirt",9503,"Coarse Dirt Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_concrete_black",9518,"Black Concrete Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_concrete_blue",9519,"Blue Concrete Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_concrete_brown",9520,"Brown Concrete Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_concrete_cyan",9521,"Cyan Concrete Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_concrete_gray",9522,"Gray Concrete Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_concrete_green",9523,"Green Concrete Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_concrete_light_blue",9524,"Light Blue Concrete Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_concrete_lime",9525,"Lime Concrete Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_concrete_magenta",9526,"Magenta Concrete Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_concrete_orange",9527,"Orange Concrete Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_concrete_pink",9528,"Pink Concrete Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_concrete_purple",9529,"Purple Concrete Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_concrete_red",9530,"Red Concrete Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_concrete_silver",9531,"Light Gray Concrete Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_concrete_white",9532,"White Concrete Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_concrete_yellow",9533,"Yellow Concrete Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_crying_obsidian",9513,"Crying Obsidian Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_end_stone",9505,"Endstone Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_glass",9567,"Glass Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_glass_black",9583,"Black Glass Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_glass_blue",9579,"Blue Glass Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_glass_brown",9580,"Brown Glass Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_glass_cyan",9577,"Cyan Glass Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_glass_gray",9575,"Gray Glass Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_glass_green",9581,"Green Glass Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_glass_light_blue",9571,"Light Blue Glass Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_glass_light_gray",9576,"Light Gray Glass Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_glass_lime",9573,"Lime Glass Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_glass_magenta",9570,"Magenta Glass Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_glass_orange",9569,"Orange Glass Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_glass_pink",9574,"Pink Glass Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_glass_purple",9578,"Purple Glass Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_glass_red",9582,"Red Glass Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_glass_white",9568,"White Glass Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_glass_yellow",9572,"Yellow Glass Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_glowstone",9516,"Glowstone Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_lodestone",9514,"Lodestone Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_magma",9515,"Magma Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_mushroom_polished",9587,"Polished Mushroom Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_mushroom_stem",9586,"Mushroom Stem Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_netherrack",9507,"Netherrack Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_obsidian",9509,"Obsidian Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_polished_basalt",9512,"Polished Basalt Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_quartz_bricks",9510,"Quartz Brick Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_red_mushroom",9584,"Red Mushroom Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_sea_lantern",9517,"Sea Lantern Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_smooth_stone",9504,"Smooth Stone Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_snow",9508,"Snow Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_terracotta",9550,"Terracotta Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_terracotta_black",9566,"Black Terracotta Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_terracotta_blue",9562,"Blue Terracotta Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_terracotta_brown",9563,"Brown Terracotta Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_terracotta_cyan",9560,"Cyan Terracotta Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_terracotta_gray",9558,"Gray Terracotta Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_terracotta_green",9564,"Green Terracotta Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_terracotta_light_blue",9554,"Light Blue Terracotta Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_terracotta_light_gray",9559,"Light Gray Terracotta Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_terracotta_lime",9556,"Lime Terracotta Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_terracotta_magenta",9553,"Magenta Terracotta Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_terracotta_orange",9552,"Orange Terracotta Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_terracotta_pink",9557,"Pink Terracotta Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_terracotta_purple",9561,"Purple Terracotta Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_terracotta_red",9565,"Red Terracotta Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_terracotta_white",9551,"White Terracotta Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_terracotta_yellow",9555,"Yellow Terracotta Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_wool_black",9534,"Black Wool Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_wool_blue",9535,"Blue Wool Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_wool_brown",9536,"Brown Wool Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_wool_cyan",9537,"Cyan Wool Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_wool_gray",9538,"Gray Wool Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_wool_green",9539,"Green Wool Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_wool_light_blue",9540,"Light Blue Wool Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_wool_lime",9541,"Lime Wool Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_wool_magenta",9542,"Magenta Wool Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_wool_orange",9543,"Orange Wool Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_wool_pink",9544,"Pink Wool Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_wool_purple",9545,"Purple Wool Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_wool_red",9546,"Red Wool Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_wool_silver",9547,"Light Gray Wool Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_wool_white",9548,"White Wool Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_wool_yellow",9549,"Yellow Wool Stairs","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:trapdoor_andesite",9670,"Andesite Trapdoor","resourcefulbees:valid_apiary"
