"ID","Tagged objects"
"forge:molten_utherium","emendatusenigmatica:molten_utherium"
"forge:molten_zinc","emendatusenigmatica:molten_zinc"
"forge:napalm","immersivepetroleum:napalm"
"forge:oxygen","mekanism:flowing_oxygen"
"forge:oxygen","mekanism:oxygen"
"forge:pink_slime","industrialforegoing:pink_slime"
"forge:pink_slime","industrialforegoing:pink_slime_fluid"
"forge:plantoil","createaddition:flowing_seed_oil"
"forge:plantoil","createaddition:seed_oil"
"forge:plantoil","immersiveengineering:plantoil"
"forge:potion","cofh_core:potion"
"forge:potion","immersiveengineering:potion"
"forge:redstone","thermal:redstone"
"forge:sewage","industrialforegoing:sewage"
"forge:sewage","industrialforegoing:sewage_fluid"
"forge:sludge","industrialforegoing:sludge"
"forge:sludge","industrialforegoing:sludge_fluid"
"forge:sodium","mekanism:flowing_sodium"
"forge:sodium","mekanism:sodium"
"forge:steam","mekanism:flowing_steam"
"forge:steam","mekanism:steam"
"forge:sulfur_dioxide","mekanism:flowing_sulfur_dioxide"
"forge:sulfur_dioxide","mekanism:sulfur_dioxide"
"forge:sulfur_trioxide","mekanism:flowing_sulfur_trioxide"
"forge:sulfur_trioxide","mekanism:sulfur_trioxide"
"forge:sulfuric_acid","mekanism:flowing_sulfuric_acid"
"forge:sulfuric_acid","mekanism:sulfuric_acid"
"forge:tea","create:flowing_tea"
"forge:tea","create:tea"
"immersivepetroleum:burnable_in_flarestack","createaddition:flowing_seed_oil"
"immersivepetroleum:burnable_in_flarestack","createaddition:seed_oil"
"immersivepetroleum:burnable_in_flarestack","immersiveengineering:creosote"
"immersivepetroleum:burnable_in_flarestack","immersiveengineering:ethanol"
"immersivepetroleum:burnable_in_flarestack","immersiveengineering:plantoil"
"immersivepetroleum:burnable_in_flarestack","immersivepetroleum:diesel"
"immersivepetroleum:burnable_in_flarestack","immersivepetroleum:diesel_sulfur"
"immersivepetroleum:burnable_in_flarestack","immersivepetroleum:gasoline"
"immersivepetroleum:burnable_in_flarestack","immersivepetroleum:lubricant"
"immersivepetroleum:burnable_in_flarestack","thermal:creosote"
"minecraft:lava","minecraft:flowing_lava"
"minecraft:lava","minecraft:lava"
"minecraft:water","create:chocolate"
"minecraft:water","create:flowing_chocolate"
"minecraft:water","create:flowing_honey"
"minecraft:water","create:honey"
"minecraft:water","create_confectionery:black_chocolate"
"minecraft:water","create_confectionery:black_chocolate_flowing"
"minecraft:water","create_confectionery:caramel"
"minecraft:water","create_confectionery:caramel_flowing"
"minecraft:water","create_confectionery:hot_chocolate"
"minecraft:water","create_confectionery:hot_chocolate_flowing"
"minecraft:water","create_confectionery:ruby_chocolate"
"minecraft:water","create_confectionery:ruby_chocolate_flowing"
"minecraft:water","create_confectionery:white_chocolate"
"minecraft:water","create_confectionery:white_chocolate_flowing"
"minecraft:water","createaddition:flowing_seed_oil"
"minecraft:water","createaddition:seed_oil"
"minecraft:water","minecraft:flowing_water"
"minecraft:water","minecraft:water"
"vampirism:vampirism_blood","vampirism:blood"
"vampirism:vampirism_impure_blood","vampirism:impure_blood"
