"Mod name","Registry name","Item ID","Display name","Recipe name","Tags"
"Abnormals Delight","abnormals_delight:pickerelweed_juice",16914,"Pickerelweed Juice","abnormals_delight:pickerelweed_juice",""
"Abnormals Delight","abnormals_delight:pike_slice",16895,"Raw Pike Slice","abnormals_delight:upgrade_aquatic/cutting/pike","farmersdelight:cabbage_roll_ingredients, forge:raw_fishes, forge:raw_fishes/pike"
"Abnormals Delight","abnormals_delight:pike_with_beetroot",16907,"Pike with Beetroot","abnormals_delight:pike_with_beetroot",""
"Abnormals Delight","abnormals_delight:poise_pantry",16929,"Poise Pantry","abnormals_delight:endergetic/poise_pantry","resourcefulbees:valid_apiary"
"Abnormals Delight","abnormals_delight:river_pantry",16934,"River Pantry","abnormals_delight:upgrade_aquatic/river_pantry","resourcefulbees:valid_apiary"
"Abnormals Delight","abnormals_delight:seared_venison",16902,"Seared Venison","abnormals_delight:seared_venison",""
"Abnormals Delight","abnormals_delight:slabdish",16911,"Slabdish","abnormals_delight:environmental/slabdish","environmental:slabfish_food"
"Abnormals Delight","abnormals_delight:venison_shanks",16893,"Raw Venison Shanks","abnormals_delight:environmental/cutting/venison","farmersdelight:cabbage_roll_ingredients, farmersdelight:wolf_prey, forge:raw_venison"
"Abnormals Delight","abnormals_delight:venison_with_bamboo_shoots",16908,"Venison with Bamboo Shoots","abnormals_delight:venison_with_bamboo_shoots",""
"Abnormals Delight","abnormals_delight:willow_pantry",16930,"Willow Pantry","abnormals_delight:environmental/willow_pantry","resourcefulbees:valid_apiary"
"Abnormals Delight","abnormals_delight:wisteria_pantry",16931,"Wisteria Pantry","abnormals_delight:environmental/wisteria_pantry","resourcefulbees:valid_apiary"
"Abnormals Delight","autumnity:cooked_turkey_piece",15030,"Cooked Turkey Piece","abnormals_delight:autumnity/cutting/cooked_turkey",""
"Abnormals Delight","autumnity:foul_soup",15024,"Foul Soup","abnormals_delight:autumnity/cooking/foul_soup","farmersdelight:stackable_soup_items"
"Abnormals Delight","autumnity:maple_planks",14982,"Maple Planks","abnormals_delight:autumnity/cutting/maple_door","minecraft:planks, resourcefulbees:valid_apiary"
"Abnormals Delight","autumnity:maple_planks",14982,"Maple Planks","abnormals_delight:autumnity/cutting/maple_sign","minecraft:planks, resourcefulbees:valid_apiary"
"Abnormals Delight","autumnity:maple_planks",14982,"Maple Planks","abnormals_delight:autumnity/cutting/maple_trapdoor","minecraft:planks, resourcefulbees:valid_apiary"
"Abnormals Delight","autumnity:pumpkin_bread",15025,"Pumpkin Bread","abnormals_delight:autumnity/pumpkin_bread",""
"Abnormals Delight","autumnity:stripped_maple_log",14976,"Stripped Maple Log","abnormals_delight:autumnity/cutting/maple_log","autumnity:maple_logs, minecraft:logs, minecraft:logs_that_burn, resourcefulbees:valid_apiary"
"Abnormals Delight","autumnity:stripped_maple_wood",14977,"Stripped Maple Wood","abnormals_delight:autumnity/cutting/maple_wood","autumnity:maple_logs, minecraft:logs, minecraft:logs_that_burn, resourcefulbees:valid_apiary"
"Abnormals Delight","autumnity:turkey_piece",15029,"Raw Turkey Piece","abnormals_delight:autumnity/cutting/turkey",""
"Abnormals Delight","endergetic:eumus_brick",14824,"Eumus Brick","abnormals_delight:endergetic/cutting/eumus_bricks","supplementaries:throwable_bricks"
"Abnormals Delight","endergetic:poise_planks",14854,"Poise Planks","abnormals_delight:endergetic/cutting/poise_door","minecraft:planks, resourcefulbees:valid_apiary"
"Abnormals Delight","endergetic:poise_planks",14854,"Poise Planks","abnormals_delight:endergetic/cutting/poise_sign","minecraft:planks, resourcefulbees:valid_apiary"
"Abnormals Delight","endergetic:poise_planks",14854,"Poise Planks","abnormals_delight:endergetic/cutting/poise_trapdoor","minecraft:planks, resourcefulbees:valid_apiary"
"Abnormals Delight","endergetic:stripped_poise_stem",14848,"Stripped Poise Stem","abnormals_delight:endergetic/cutting/glowing_poise_stem","endergetic:poise_stems, minecraft:logs, minecraft:logs_that_burn, resourcefulbees:valid_apiary"
"Abnormals Delight","endergetic:stripped_poise_stem",14848,"Stripped Poise Stem","abnormals_delight:endergetic/cutting/poise_stem","endergetic:poise_stems, minecraft:logs, minecraft:logs_that_burn, resourcefulbees:valid_apiary"
"Abnormals Delight","endergetic:stripped_poise_wood",14849,"Stripped Poise Wood","abnormals_delight:endergetic/cutting/poise_wood","endergetic:poise_stems, minecraft:logs, minecraft:logs_that_burn, resourcefulbees:valid_apiary"
"Abnormals Delight","environmental:cherry_planks",14161,"Cherry Planks","abnormals_delight:environmental/cutting/cherry_door","minecraft:planks, resourcefulbees:valid_apiary"
"Abnormals Delight","environmental:cherry_planks",14161,"Cherry Planks","abnormals_delight:environmental/cutting/cherry_sign","minecraft:planks, resourcefulbees:valid_apiary"
"Abnormals Delight","environmental:cherry_planks",14161,"Cherry Planks","abnormals_delight:environmental/cutting/cherry_trapdoor","minecraft:planks, resourcefulbees:valid_apiary"
"Abnormals Delight","environmental:mud_brick",14349,"Mud Brick","abnormals_delight:environmental/cutting/mud_bricks","supplementaries:throwable_bricks"
"Abnormals Delight","environmental:scrambled_eggs",14344,"Scrambled Eggs","abnormals_delight:environmental/cooking/scrambled_eggs",""
"Abnormals Delight","environmental:stripped_cherry_log",14157,"Stripped Cherry Log","abnormals_delight:environmental/cutting/cherry_log","environmental:cherry_logs, minecraft:logs, minecraft:logs_that_burn, resourcefulbees:valid_apiary"
"Abnormals Delight","environmental:stripped_cherry_wood",14158,"Stripped Cherry Wood","abnormals_delight:environmental/cutting/cherry_wood","environmental:cherry_logs, minecraft:logs, minecraft:logs_that_burn, resourcefulbees:valid_apiary"
"Abnormals Delight","environmental:stripped_willow_log",14129,"Stripped Willow Log","abnormals_delight:environmental/cutting/willow_log","environmental:willow_logs, minecraft:logs, minecraft:logs_that_burn, resourcefulbees:valid_apiary"
"Abnormals Delight","environmental:stripped_willow_wood",14130,"Stripped Willow Wood","abnormals_delight:environmental/cutting/willow_wood","environmental:willow_logs, minecraft:logs, minecraft:logs_that_burn, resourcefulbees:valid_apiary"
"Abnormals Delight","environmental:stripped_wisteria_log",14185,"Stripped Wisteria Log","abnormals_delight:environmental/cutting/wisteria_log","environmental:wisteria_logs, minecraft:logs, minecraft:logs_that_burn, resourcefulbees:valid_apiary"
"Abnormals Delight","environmental:stripped_wisteria_wood",14187,"Stripped Wisteria Wood","abnormals_delight:environmental/cutting/wisteria_wood","environmental:wisteria_logs, minecraft:logs, minecraft:logs_that_burn, resourcefulbees:valid_apiary"
"Abnormals Delight","environmental:willow_planks",14133,"Willow Planks","abnormals_delight:environmental/cutting/willow_door","minecraft:planks, resourcefulbees:valid_apiary"
"Abnormals Delight","environmental:willow_planks",14133,"Willow Planks","abnormals_delight:environmental/cutting/willow_sign","minecraft:planks, resourcefulbees:valid_apiary"
"Abnormals Delight","environmental:willow_planks",14133,"Willow Planks","abnormals_delight:environmental/cutting/willow_trapdoor","minecraft:planks, resourcefulbees:valid_apiary"
"Abnormals Delight","environmental:wisteria_planks",14189,"Wisteria Planks","abnormals_delight:environmental/cutting/wisteria_door","minecraft:planks, resourcefulbees:valid_apiary"
"Abnormals Delight","environmental:wisteria_planks",14189,"Wisteria Planks","abnormals_delight:environmental/cutting/wisteria_sign","minecraft:planks, resourcefulbees:valid_apiary"
"Abnormals Delight","environmental:wisteria_planks",14189,"Wisteria Planks","abnormals_delight:environmental/cutting/wisteria_trapdoor","minecraft:planks, resourcefulbees:valid_apiary"
"Abnormals Delight","farmersdelight:pumpkin_slice",12032,"Pumpkin Slice","abnormals_delight:autumnity/cutting/large_pumpkin_slice",""
"Abnormals Delight","farmersdelight:stuffed_pumpkin_block",12091,"Stuffed Pumpkin","abnormals_delight:autumnity/cooking/stuffed_pumpkin_block","resourcefulbees:valid_apiary"
"Abnormals Delight","minecraft:blue_dye",707,"Blue Dye","abnormals_delight:environmental/cutting/bluebell","diet:ingredients, forge:dyes, forge:dyes/blue"
"Abnormals Delight","minecraft:green_dye",709,"Green Dye","abnormals_delight:environmental/cutting/dianthus","diet:ingredients, forge:dyes, forge:dyes/green"
"Abnormals Delight","minecraft:magenta_dye",698,"Magenta Dye","abnormals_delight:autumnity/cutting/autumn_crocus","diet:ingredients, forge:dyes, forge:dyes/magenta"
"Abnormals Delight","minecraft:magenta_dye",698,"Magenta Dye","abnormals_delight:environmental/cutting/magenta_hibiscus","diet:ingredients, forge:dyes, forge:dyes/magenta"
"Abnormals Delight","minecraft:orange_dye",697,"Orange Dye","abnormals_delight:environmental/cutting/orange_hibiscus","diet:ingredients, forge:dyes, forge:dyes/orange"
"Abnormals Delight","minecraft:pink_dye",702,"Pink Dye","abnormals_delight:buzzier_bees/cutting/pink_clover","diet:ingredients, forge:dyes, forge:dyes/pink"
"Abnormals Delight","minecraft:pink_dye",702,"Pink Dye","abnormals_delight:environmental/cutting/cartwheel","diet:ingredients, forge:dyes, forge:dyes/pink"
"Abnormals Delight","minecraft:pink_dye",702,"Pink Dye","abnormals_delight:environmental/cutting/pink_hibiscus","diet:ingredients, forge:dyes, forge:dyes/pink"
"Abnormals Delight","minecraft:pink_dye",702,"Pink Dye","abnormals_delight:upgrade_aquatic/cutting/pink_searocket","diet:ingredients, forge:dyes, forge:dyes/pink"
"Abnormals Delight","minecraft:purple_dye",706,"Purple Dye","abnormals_delight:environmental/cutting/purple_hibiscus","diet:ingredients, forge:dyes, forge:dyes/purple"
"Abnormals Delight","minecraft:purple_dye",706,"Purple Dye","abnormals_delight:environmental/cutting/violet","diet:ingredients, forge:dyes, forge:dyes/purple"
"Abnormals Delight","minecraft:rabbit_hide",859,"Rabbit Hide","abnormals_delight:environmental/cutting/architect_belt",""
"Abnormals Delight","minecraft:rabbit_hide",859,"Rabbit Hide","abnormals_delight:environmental/cutting/healer_pouch",""
"Abnormals Delight","minecraft:rabbit_hide",859,"Rabbit Hide","abnormals_delight:environmental/cutting/thief_hood",""
"Abnormals Delight","minecraft:rabbit_hide",859,"Rabbit Hide","abnormals_delight:environmental/cutting/wanderer_boots",""
"Abnormals Delight","minecraft:red_dye",710,"Red Dye","abnormals_delight:environmental/cutting/red_hibiscus","diet:ingredients, forge:dyes, forge:dyes/red"
"Abnormals Delight","minecraft:red_dye",710,"Red Dye","abnormals_delight:environmental/cutting/red_lotus_flower","diet:ingredients, forge:dyes, forge:dyes/red"
"Abnormals Delight","minecraft:white_dye",696,"White Dye","abnormals_delight:buzzier_bees/cutting/white_clover","diet:ingredients, forge:dyes, forge:dyes/white"
"Abnormals Delight","minecraft:white_dye",696,"White Dye","abnormals_delight:environmental/cutting/white_lotus_flower","diet:ingredients, forge:dyes, forge:dyes/white"
"Abnormals Delight","minecraft:white_dye",696,"White Dye","abnormals_delight:upgrade_aquatic/cutting/white_searocket","diet:ingredients, forge:dyes, forge:dyes/white"
"Abnormals Delight","minecraft:yellow_dye",700,"Yellow Dye","abnormals_delight:buzzier_bees/cutting/buttercup","diet:ingredients, forge:dyes, forge:dyes/yellow"
"Abnormals Delight","minecraft:yellow_dye",700,"Yellow Dye","abnormals_delight:environmental/cutting/yellow_hibiscus","diet:ingredients, forge:dyes, forge:dyes/yellow"
"Abnormals Delight","upgrade_aquatic:driftwood_planks",14708,"Driftwood Planks","abnormals_delight:upgrade_aquatic/cutting/driftwood_door","minecraft:planks, resourcefulbees:valid_apiary"
"Abnormals Delight","upgrade_aquatic:driftwood_planks",14708,"Driftwood Planks","abnormals_delight:upgrade_aquatic/cutting/driftwood_sign","minecraft:planks, resourcefulbees:valid_apiary"
"Abnormals Delight","upgrade_aquatic:driftwood_planks",14708,"Driftwood Planks","abnormals_delight:upgrade_aquatic/cutting/driftwood_trapdoor","minecraft:planks, resourcefulbees:valid_apiary"
"Abnormals Delight","upgrade_aquatic:river_planks",14733,"River Planks","abnormals_delight:upgrade_aquatic/cutting/river_door","minecraft:planks, resourcefulbees:valid_apiary"
"Abnormals Delight","upgrade_aquatic:river_planks",14733,"River Planks","abnormals_delight:upgrade_aquatic/cutting/river_sign","minecraft:planks, resourcefulbees:valid_apiary"
"Abnormals Delight","upgrade_aquatic:river_planks",14733,"River Planks","abnormals_delight:upgrade_aquatic/cutting/river_trapdoor","minecraft:planks, resourcefulbees:valid_apiary"
"Abnormals Delight","upgrade_aquatic:stripped_driftwood",14705,"Stripped Driftwood","abnormals_delight:upgrade_aquatic/cutting/driftwood","minecraft:logs, minecraft:logs_that_burn, resourcefulbees:valid_apiary, upgrade_aquatic:driftwood_logs"
"Abnormals Delight","upgrade_aquatic:stripped_driftwood_log",14704,"Stripped Driftwood Log","abnormals_delight:upgrade_aquatic/cutting/driftwood_log","minecraft:logs, minecraft:logs_that_burn, resourcefulbees:valid_apiary, upgrade_aquatic:driftwood_logs"
"Abnormals Delight","upgrade_aquatic:stripped_river_log",14727,"Stripped River Log","abnormals_delight:upgrade_aquatic/cutting/river_log","minecraft:logs, minecraft:logs_that_burn, resourcefulbees:valid_apiary, upgrade_aquatic:river_logs"
"Abnormals Delight","upgrade_aquatic:stripped_river_wood",14728,"Stripped River Wood","abnormals_delight:upgrade_aquatic/cutting/river_wood","minecraft:logs, minecraft:logs_that_burn, resourcefulbees:valid_apiary, upgrade_aquatic:river_logs"
"Absent By Design Mod","absentbydesign:fence_crimson",9415,"Crimson Stem Fence","absentbydesign:fence_crimson","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:fence_log_acacia",9408,"Acacia Log Fence","absentbydesign:fence_log_acacia","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:fence_log_birch",9409,"Birch Log Fence","absentbydesign:fence_log_birch","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:fence_log_darkoak",9410,"Darkoak Log Fence","absentbydesign:fence_log_darkoak","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:fence_log_jungle",9411,"Jungle Log Fence","absentbydesign:fence_log_jungle","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:fence_log_oak",9412,"Oak Log Fence","absentbydesign:fence_log_oak","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:fence_log_spruce",9413,"Spruce Log Fence","absentbydesign:fence_log_spruce","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:fence_obsidian",9417,"Obsidian Fence","absentbydesign:fence_obsidian","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:fence_quartz",9418,"Quartz Fence","absentbydesign:fence_quartz","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:fence_red_netherbrick",9414,"Red Netherbrick Fence","absentbydesign:fence_red_netherbrick","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:fence_warped",9416,"Warped Stem Fence","absentbydesign:fence_warped","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:gate_blackstone_bricks",9660,"Blackstone Brick Fence Gate","absentbydesign:gate_blackstone_bricks","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:gate_bricks",9661,"Brick Fence Gate","absentbydesign:gate_bricks","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:gate_end_stone_bricks",9662,"Endstone Brick Fence Gate","absentbydesign:gate_end_stone_bricks","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:gate_nether_bricks",9656,"Nether Brick Gate","absentbydesign:gate_nether_bricks","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:gate_obsidian",9663,"Obsidian Fence Gate","absentbydesign:gate_obsidian","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:gate_prismarine",9664,"Prismarine Fence Gate","absentbydesign:gate_prismarine","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:gate_prismarine_brick",9665,"Prismarine Brick Fence Gate","absentbydesign:gate_prismarine_brick","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:gate_prismarine_dark",9666,"Dark Prismarine Fence Gate","absentbydesign:gate_prismarine_dark","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:gate_purpur",9667,"Purpur Fence Gate","absentbydesign:gate_purpur","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:gate_quartz",9658,"Quartz Gate","absentbydesign:gate_quartz","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:gate_red_nether_bricks",9657,"Red Nether Brick Gate","absentbydesign:gate_red_nether_bricks","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:gate_stone_bricks",9659,"Stone Brick Fence Gate","absentbydesign:gate_stone_bricks","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_basalt",9425,"Basalt Slab","absentbydesign:slab_basalt","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_basalt",9425,"Basalt Slab","absentbydesign:slab_basalt_from_basalt_stonecutting","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_bricks_cracked",9422,"Cracked Bricks Slab","absentbydesign:slab_bricks_cracked","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_bricks_cracked",9422,"Cracked Bricks Slab","absentbydesign:slab_bricks_cracked_from_cracked_stone_bricks_stonecutting","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_brown_mushroom",9501,"Brown Mushroom Slab","absentbydesign:slab_brown_mushroom","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_brown_mushroom",9501,"Brown Mushroom Slab","absentbydesign:slab_brown_mushroom_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_coarse_dirt",9423,"Coarse Dirt Slab","absentbydesign:slab_coarse_dirt","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_coarse_dirt",9423,"Coarse Dirt Slab","absentbydesign:slab_coarse_dirt_stonecutting","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_concrete_black",9433,"Black Concrete Slab","absentbydesign:slab_concrete_black","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_concrete_black",9433,"Black Concrete Slab","absentbydesign:slab_concrete_black_from_black_concrete_stonecutting","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_concrete_blue",9434,"Blue Concrete Slab","absentbydesign:slab_concrete_blue","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_concrete_blue",9434,"Blue Concrete Slab","absentbydesign:slab_concrete_blue_from_blue_concrete_stonecutting","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_concrete_brown",9435,"Brown Concrete Slab","absentbydesign:slab_concrete_brown","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_concrete_brown",9435,"Brown Concrete Slab","absentbydesign:slab_concrete_brown_from_brown_concrete_stonecutting","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_concrete_cyan",9436,"Cyan Concrete Slab","absentbydesign:slab_concrete_cyan","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_concrete_cyan",9436,"Cyan Concrete Slab","absentbydesign:slab_concrete_cyan_from_cyan_concrete_stonecutting","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_concrete_gray",9437,"Gray Concrete Slab","absentbydesign:slab_concrete_gray","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_concrete_gray",9437,"Gray Concrete Slab","absentbydesign:slab_concrete_gray_from_gray_concrete_stonecutting","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_concrete_green",9438,"Green Concrete Slab","absentbydesign:slab_concrete_green","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_concrete_green",9438,"Green Concrete Slab","absentbydesign:slab_concrete_green_from_green_concrete","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_concrete_light_blue",9439,"Light Blue Concrete Slab","absentbydesign:slab_concrete_light_blue","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_concrete_light_blue",9439,"Light Blue Concrete Slab","absentbydesign:slab_concrete_light_blue_from_light_blue_concrete_stonecutting","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_concrete_lime",9440,"Lime Concrete Slab","absentbydesign:slab_concrete_lime","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_concrete_lime",9440,"Lime Concrete Slab","absentbydesign:slab_concrete_lime_from_lime_concrete_stonecutting","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_concrete_magenta",9441,"Magenta Concrete Slab","absentbydesign:slab_concrete_magenta","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_concrete_magenta",9441,"Magenta Concrete Slab","absentbydesign:slab_concrete_magenta_from_magenta_concrete_stonecutting","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_concrete_orange",9442,"Orange Concrete Slab","absentbydesign:slab_concrete_orange","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_concrete_orange",9442,"Orange Concrete Slab","absentbydesign:slab_concrete_orange_from_orange_concrete_stonecutting","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_concrete_pink",9443,"Pink Concrete Slab","absentbydesign:slab_concrete_pink","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_concrete_pink",9443,"Pink Concrete Slab","absentbydesign:slab_concrete_pink_from_pink_concrete_stonecutting","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_concrete_purple",9444,"Purple Concrete Slab","absentbydesign:slab_concrete_purple","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_concrete_purple",9444,"Purple Concrete Slab","absentbydesign:slab_concrete_purple_from_purple_concrete_stonecutting","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_concrete_red",9445,"Red Concrete Slab","absentbydesign:slab_concrete_red","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_concrete_red",9445,"Red Concrete Slab","absentbydesign:slab_concrete_red_from_red_concrete_stonecutting","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_concrete_silver",9446,"Light Gray Concrete Slab","absentbydesign:slab_concrete_silver","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_concrete_silver",9446,"Light Gray Concrete Slab","absentbydesign:slab_concrete_silver_from_light_gray_concrete_stonecutting","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_concrete_white",9447,"White Concrete Slab","absentbydesign:slab_concrete_white","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_concrete_white",9447,"White Concrete Slab","absentbydesign:slab_concrete_white_from_white_concrete_stonecutting","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:slab_concrete_yellow",9448,"Yellow Concrete Slab","absentbydesign:slab_concrete_yellow","resourcefulbees:valid_apiary"
